"id","name","created","issn","homepage"
"29361861","Agricultural Administration","2016-06-24","0309-586X",NULL
"37101086","Tijdschrift Voor Bedrijfs- En Verzekeringsgeneeskunde","2016-06-24","0929-600X",NULL
"39874079","Journal of Hard Tissue Biology","2016-06-24","1341-7649",NULL
"44500590","Handbook of Statistics","2016-06-24","0169-7161",NULL
"44931747","Hospital Pharmacy","2016-06-24","0018-5787",NULL
"58749092","Pipeline &amp; Gas Journal","2016-06-24","0032-0188",NULL
"60350835","Current Opinion in Endocrinology &amp; Diabetes","2016-06-24","1068-3097",NULL
"62401924","Journal of the American Statistical Association","2016-06-24","0162-1459","http://www.tandfonline.com/toc/uasa20/curren"
"68047077","International Journal of Foundations of Computer Science","2016-06-24","0129-0541","http://www.cs.ucsb.edu/~ijfcs"
"72944096","Diabetic Medicine","2016-06-24","0742-3071",NULL
"73449225","Food Security","2016-06-24","1876-4517",NULL
"74519973","Measurement and Evaluation in Counseling and Development","2016-06-24","0748-1756","http://mec.sagepub.com"
"93312259","Journal of Structural Engineering-asce","2016-06-24","0733-9445",NULL
"95299427","Nursing Science Quarterly","2016-06-24","0894-3184","http://www.sagepub.com/journals/Journal200789/titl"
"98033523","Corrosion Reviews","2016-06-24","0334-6005",NULL
"98247118","China Journal of Chinese Matera Medica","2016-06-24",NULL,NULL
"99010045","Journal of Applied Social Science","2016-06-24","1936-7244","http://www.uk.sagepub.com/journals/Journal202060/titl"
"100134864","European Journal of Political Economy","2016-06-24","0176-2680",NULL
"105605216","Journal of The Textile Institute","2016-06-24","0040-5000",NULL
"106576117","Computers and Geotechnics","2016-06-24","0266-352X",NULL
"109372163","Journal of The Institution of Production Engineers","2016-06-24",NULL,NULL
"114754150","Journal of Electronic Resources in Medical Libraries","2016-06-24","1542-4065",NULL
"126329860","Dance Research Journal","2016-06-24","0149-7677",NULL
"127305661","Emergency Medicine Journal","2016-06-24","1472-0205","http://emj.bmj.com"
"131025427","Cancer Cytopathology","2016-06-24","1934-662X",NULL
"132950052","Journal of Interdisciplinary Economics","2016-06-24","0260-1079","http://jie.sagepub.com"
"148303206","Journal of Photochemistry and Photobiology B-biology","2016-06-24","1011-1344",NULL
"151760177","Genes and Immunity","2016-06-24","1466-4879",NULL
"152076295","Technology Review","2016-06-24",NULL,NULL
"159281433","Journal of Systematic Palaeontology","2016-06-24","1477-2019","http://www.tandf.co.uk/journals/TJS"
"161248890","Risk Analysis","2016-06-24","0272-4332","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1539-692"
"162319333","Microbios","2016-06-24","0026-2633",NULL
"164340271","Studi Medievali","2016-06-24","0391-8467",NULL
"169454497","Mental Retardation","2016-06-24","0047-6765",NULL
"171358856","Canadian Metallurgical Quarterly","2016-06-24","0008-4433",NULL
"171720814","International Journal of Technology Management","2016-06-24","0267-5730",NULL
"172601202","New Zealand Journal of Psychology","2016-06-24","0112-109X",NULL
"173940643","Journal of Nihon University Medical Association","2016-06-24","0029-0424",NULL
"178134792","Journal of Aerosol Medicine-deposition Clearance and Effects in The Lung","2016-06-24",NULL,NULL
"183330462","L&#039;Homme","2016-06-24","0439-4216","http://lhomme.revues.org"
"186850852","Environmental Research Journal","2016-06-24","1994-5396",NULL
"187816532","European Journal of Pharmacology","2016-06-24","0014-2999","http://www.elsevier.com/wps/find/journaldescription.cws_home/506087/description#descriptio"
"198115067","Pastoral Care in Education","2016-06-24","1468-0122",NULL
"198727964","Oncology","2016-06-24","0030-2414",NULL
"205840442","Drug Information Journal","2016-06-24","0092-8615",NULL
"207313999","Cell Host &amp; Microbe","2016-06-24","1931-3128","http://www.cellhostandmicrobe.com"
"940282142","Nec Research &amp; Development","2016-06-24",NULL,NULL
"945374760","The Journal of Korean Studies","2016-06-24","0731-1613",NULL
"2475717819","Physiological Research","2016-08-23",NULL,NULL
"2501737937","International Journal of Computer Network and Information Security","2016-08-23","2074-9090",NULL
"2504426178","Journal of Applied Biomaterials &amp; Functional Materials","2016-08-23","2280-8000",NULL
"2504672647","Central European Journal of Public Health","2016-08-23","1210-7778",NULL
"2596918514","arXiv: Solar and Stellar Astrophysics","2017-03-23",NULL,NULL
"2737068365","BioInvasions Records","2017-07-31","2242-1300",NULL
"2737354210","Journal of Traditional and Complementary Medicine","2017-07-31","2225-4110",NULL
"2737574328","La Trama de la Comunicaci&#x00F3;n","2017-07-31","2314-2634",NULL
"2738183683","Journal of Ardabil University of Medical Sciences","2017-07-31","2228-7280",NULL
"2738187160","Holos","2017-07-31","1807-1600",NULL
"2739206013","Epidemiologia e Servi&#x00E7;os de Sa&#x00FA;de","2017-07-31","1679-4974",NULL
"2739431503","Manuscrito","2017-07-31","2317-630X",NULL
"2754562000","Marketing health services","2017-09-25","1094-1304",NULL
"2754678123","Journal de me&#x0301;decine de Bordeaux et du Sud-Ouest","2017-09-25","0368-3001",NULL
"2755597519","Journal d&#039;urologie","2017-09-25","0248-0018",NULL
"2756104870","Progress in Clinical and Biological Research","2017-09-25","0361-7742",NULL
"2764346012","Language and Text","2017-10-27",NULL,NULL
"2764350175","The Hiroshima law journal","2017-10-27","0386-5010",NULL
"2764485287","The Jamaican nurse","2017-10-27","0021-4140",NULL
"2764563500","Journal of Payavard Salamat","2017-10-27",NULL,NULL
"2764593347","Foreign Agriculture","2017-10-27","1047-4781",NULL
"2764726233","Journal of medical technology","2017-10-27","0741-5397",NULL
"2764753852","Engineering and Applied Science Research","2017-10-27","2539-6161",NULL
"2764763452","Indian journal of veterinary surgery","2017-10-27","0254-4105",NULL
"2764763728","The British Journal of Mental Subnormality","2017-10-27",NULL,NULL
"2764772055","International Tree Crops Journal","2017-10-27","0143-5698",NULL
"2764797528","South Indian horticulture","2017-10-27",NULL,NULL
"2737917246","Ius Humani","2017-07-31","1390-7794",NULL
"2764830343","Online Brazilian Journal of Nursing","2017-10-27","1676-4285",NULL
"2764848058","The Journal of Combinatorics","2017-10-27","2156-3527",NULL
"2764908356","International Journal of Scientific Research in Science and Technology","2017-10-27","2395-6011",NULL
"2764931878","Bulletin of anesthesia history","2017-10-27","1522-8649",NULL
"2765063136","Journal of Emerging Trends in Educational Research and Policy Studies","2017-10-27","2141-6990",NULL
"2898338117","Progress in Natural Science: Materials International","2018-11-02","1002-0071","https://www.journals.elsevier.com/progress-in-natural-science-materials-internationa"
"234478","Journal of Vertebrate Paleontology","2016-06-24","0272-4634","http://vertpaleo.org/publications/journal-of-vertebrate-paleontology.asp"
"9093621","Annals of Applied Probability","2016-06-24","1050-5164","http://imstat.org/aap"
"12898181","BMC Health Services Research","2016-06-24","1472-6963","http://www.biomedcentral.com/bmchealthservres"
"13128014","Journal of Range Management","2016-06-24","0022-409X",NULL
"17460029","Civil Engineering and Environmental Systems","2016-06-24","1028-6608",NULL
"18118477","Biological Chemistry","2016-06-24","1431-6730","http://www.degruyter.com/view/j/bch"
"24484104","Atomic Data and Nuclear Data Tables","2016-06-24","0092-640X",NULL
"37045390","Latin American Applied Research","2016-06-24","0327-0793",NULL
"40103090","Journal of Veterinary Medical Science","2016-06-24","0916-7250",NULL
"44589223","Transfusion Medicine and Hemotherapy","2016-06-24","1660-3796",NULL
"49731288","Diseases of Aquatic Organisms","2016-06-24","0177-5103",NULL
"50059124","Suicide and Life Threatening Behavior","2016-06-24","0363-0234","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1943-278"
"56601287","The English Historical Review","2016-06-24","0013-8266","http://ehr.oxfordjournals.org"
"63240003","International Journal of Modern Physics D","2016-06-24","0218-2718",NULL
"65201940","Nutrition &amp; Food Science","2016-06-24","0034-6659",NULL
"66320806","Transfusion Medicine","2016-06-24","0958-7578",NULL
"69191326","Journal of The Japanese Society for Food Science and Technology-nippon Shokuhin Kagaku Kogaku Kaishi","2016-06-24","1341-027X",NULL
"83624231","Software Testing, Verification &amp; Reliability","2016-06-24","0960-0833","http://www3.interscience.wiley.com/journal/13635/hom"
"85490461","International Journal of Plant Sciences","2016-06-24","1058-5893","http://www.journals.uchicago.edu/ijp"
"86702594","Transactions of The Korean Society for Noise and Vibration Engineering","2016-06-24",NULL,NULL
"88454195","Journal of Essential Oil Research","2016-06-24","1041-2905",NULL
"100767427","Lung Cancer","2016-06-24","0169-5002","http://www.elsevier.com/wps/find/journaldescription.cws_home/505953/description#descriptio"
"103525234","Outre-terre","2016-06-24","1636-3671",NULL
"107056185","Muttersprache","2016-06-24","0027-514X",NULL
"107438032","Ire Transactions on Vehicular Communications","2016-06-24",NULL,NULL
"107691304","Journal of Cluster Science","2016-06-24","1040-7278","http://www.springer.com/chemistry/journal/1087"
"107862393","Yonsei Medical Journal","2016-06-24","0513-5796","http://www.eymj.org"
"116496814","Journal of Veterinary Science","2016-06-24","1229-845X","http://www.vetsci.org"
"125677163","Diabetes and Metabolic Syndrome: Clinical Research and Reviews","2016-06-24","1871-4021",NULL
"126359496","Archives of General Psychiatry","2016-06-24","0003-990X",NULL
"128637052","European Journal of Ophthalmology","2016-06-24","1120-6721",NULL
"131334151","Aquaculture Environment Interactions","2016-06-24","1869-215X",NULL
"132756435","Discovery and Innovation","2016-06-24","1015-079X",NULL
"136339162","Gender &amp; Development","2016-06-24","1355-2074",NULL
"137349598","Journal of Difference Equations and Applications","2016-06-24","1023-6198",NULL
"137512969","Advances in Neuroimmunology","2016-06-24","0960-5428",NULL
"139417868","World Journal of Gastrointestinal Endoscopy","2016-06-24","1948-5190",NULL
"141599056","Journal of Lgbt Youth","2016-06-24","1936-1653",NULL
"141843025","Classical Antiquity","2016-06-24","0278-6656","http://ucpressjournals.com/journal.php?j=c"
"150692223","Journal of The Korean Ophthalmological Society","2016-06-24","0378-6471",NULL
"153378518","Archives of Gerontology and Geriatrics","2016-06-24","0167-4943",NULL
"154273993","Italian Journal of Pediatrics","2016-06-24","1720-8424",NULL
"156513090","Journal of Latina/o Psychology","2016-06-24","2168-1678","http://www.apa.org/journals/lat"
"156848579","Seibutsu Butsuri Kagaku","2016-06-24",NULL,NULL
"160800418","Hereditary Cancer in Clinical Practice","2016-06-24","1731-2302",NULL
"163542868","Scandinavian Journal of Public Health","2016-06-24","1403-4948","http://sjp.sagepub.com"
"169236886","Cell Reports","2016-06-24","2211-1247","http://cellreports.cell.com"
"170339494","Sexually Transmitted Diseases","2016-06-24","0148-5717",NULL
"170800122","Contrast Media &amp; Molecular Imaging","2016-06-24","1555-4309","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1555-431"
"170890380","International Journal of Audiology","2016-06-24","1499-2027","http://www.informahealthcare.com/ij"
"173896063","Property Management","2016-06-24","0263-7472",NULL
"173948692","Ajs Review-the Journal of The Association for Jewish Studies","2016-06-24","0364-0094",NULL
"181027741","Journal of Interdisciplinary History","2016-06-24","0022-1953","http://www.mitpressjournals.org/loi/jin"
"183459243","Radiologic Clinics of North America","2016-06-24","0033-8389",NULL
"184443419","Journal of Peptide Science","2016-06-24","1075-2617","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-138"
"185905316","Journal of Technology Transfer","2016-06-24","0892-9912",NULL
"188131352","Psychologie Francaise","2016-06-24","0033-2984",NULL
"193771521","The Canadian Journal of Hospital Pharmacy","2016-06-24","1920-2903",NULL
"195083574","Nordic Journal of Human Rights","2016-06-24","1891-8131","http://www.idunn.no/ts/ntm"
"204248266","Livestock Production Science","2016-06-24","0301-6226",NULL
"205793605","Business Strategy and The Environment","2016-06-24","1099-0836",NULL
"206570889","Annals of Glaciology","2016-06-24","0260-3055",NULL
"2737027667","Archives Animal Breeding","2017-07-31",NULL,NULL
"2737601338","Journal of Patient-Centered Research and Reviews","2017-07-31","2330-0698",NULL
"2754687118","Fortschritte der Ophthalmologie : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft","2017-09-25","0723-8045",NULL
"2754881088","Archives of Plastic Surgery","2017-09-25","2234-6163",NULL
"2754917477","Health bulletin","2017-09-25","0374-8014",NULL
"2764362888","Lublin Studies in Modern Languages and Literature","2017-10-27","0137-4699",NULL
"2764374800","Applied neurophysiology","2017-10-27","0302-2773",NULL
"2764443821","Studies in Twentieth-and Twenty-First Century Literature","2017-10-27",NULL,NULL
"2764478263","Journal of Global Pharma Technology","2017-10-27","0975-8542",NULL
"2764551091","Information Technologies and Learning Tools","2017-10-27","2076-8184",NULL
"34814058","Journal of Biomedical Materials Research","2016-06-24","1097-4636",NULL
"2764634044","International journal of child, youth and family studies","2017-10-27","1920-7298",NULL
"2764663682","Rational drug therapy","2017-10-27","0031-7020",NULL
"2764686392","Duke law and technology review","2017-10-27",NULL,NULL
"2764760743","Gaziantep Medical Journal","2017-10-27","2148-2926",NULL
"2764816180","Historia scientiarum. Second series : international journal of the History of Science Society of Japan","2017-10-27",NULL,NULL
"2764832715","Journal of Genetic Syndromes &amp; Gene Therapy","2017-10-27","2157-7412",NULL
"2764889690","Biochemistry &amp; Analytical Biochemistry","2017-10-27","2161-1009",NULL
"2764925733","Journal of Evolution of medical and Dental Sciences","2017-10-27",NULL,NULL
"2764981155","The Chronicle","2017-10-27","0030-2201",NULL
"2764983626","Anglican theological review","2017-10-27","0003-3286",NULL
"2765043327","Journal of Clinical Sport Psychology","2017-10-27","1932-9261",NULL
"2765050181","Journal. Council for Scientific and Industrial Research","2017-10-27",NULL,NULL
"2944001180","Canadian Journal of Bioethics","2019-05-16","2561-4665","www.cjb-rcb.c"
"6284950","Obstetric Medicine","2016-06-24","1753-495X",NULL
"14291815","Journal of Marketing Management","2016-06-24","0267-257X",NULL
"22089659","Depression Research and Treatment","2016-06-24","2090-1321",NULL
"27230875","Advances in Therapy","2016-06-24","0741-238X","http://www.springer.com/springer+healthcare/journal/1232"
"29915396","Health Information Management Journal","2016-06-24",NULL,NULL
"38772475","Procare","2016-06-24",NULL,NULL
"42140187","Breast Cancer Research","2016-06-24","1465-5411",NULL
"42294715","Plant Physiology","2016-06-24","0032-0889","http://www.plantphysiol.org"
"52239022","Medical Acupuncture","2016-06-24","1933-6586",NULL
